Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://www.gotobrno.cz/akce/ida-the-young-neue-welt/,278,,,,,,"""Ida The YoungTato mladá plzeňská kapela vyniká jak intimními, přímočarými vokály a&nbsp;podmanivými texty, tak i&nbsp;barvitou instrumentalizací ve které se nebojí mísit žánry. Na svém kontě mají zatím debutové, folkově laďené, EP Strange Shaped Flowers a&nbsp;v&nbsp;květnu roku 2024 jim vyšlo pod Korobushka Records jejich druhé EP Silver Thing, na kterém se vydávají elektroničtějším směrem. Na tomto koncertě kapela předvede svůj alternativní elektro-akustický set.Neue Welt„Pomocí hrubé a&nbsp;brutální produkce se snažíme stvořit zcela nové zvukové krajiny, ve kterých bychom mohli smíchat hudbu skutečně co možná nejkrásnější a&nbsp;zamazat ji tím nejtvrdším a&nbsp;nejhroznějším, čeho jsme schopni dosáhnout. Chceme, aby vás láska a&nbsp;krása bolely stokrát víc než zloba.“""",,,,,,,,,,,,,,279,,,,,,,koncert,,Ida The Young | Neue Welt,,,,,
https://www.gotobrno.cz/akce/improvozovna/,283,,,,,,"""Příští zastávka…Improvozovna! Adrenalin, vzrušení i&nbsp;průtrž mračen v&nbsp;obličeji vás čekají v&nbsp;našem improvizačního seriálu. Mnoha jevišti ostřílení umělci i&nbsp;umělkyně vám názorně předvedou, že improvizace nerovná se jenom Partička. Stanete se svědky i&nbsp;přímými účastníky večírku, jenž nezná slovo nuda. Jeden večer, tři třetiny, ale žádný hokej! Radost z&nbsp;nečekaných řešení dramatických situací, neotřelého humoru, i&nbsp;bezuzdného jevištního rošťáctví je ideálním  lékem na všemožné splíny. Přistupte blíže, naši improstrůjci v&nbsp;čele se strojvedoucím Romanem Blumaierem jsou tu pro vás.Improvozovna je show rozdělená na přibližně dvacetiminutové třetiny, ve kterých herci živelně rozvíjí nejrůznější témata, vyrovnávají se s&nbsp;omezeními, překonávají překážky, a&nbsp;to vše v&nbsp;komunikaci s&nbsp;publikem, které má možnost dění na jevišti ovlivňovat přímo v&nbsp;reálném čase.Nepřipoutávejte se, jedem!&nbsp;Účinkují:Michal Dalecký, Roman Blumaier, Jiří Jelínek, Jiří Kniha, Alexandr Stankov""",,,,,,,,,,,,,,284,,,,,,,divadlo,,Improvozovna,,,,,
https://www.gotobrno.cz/akce/jacky-terrasson-moving-on/,287,,,,,,"""Jacky Terrasson klavírCelý život stojí Jacky Terrasson každou nohou na jiném kontinentu, k&nbsp;čemuž měl vklad už od narození: jeho matka je Afroameričanka, otec Francouz, on sám se narodil v&nbsp;Berlíně. Nejprve se věnoval klasické hudbě, pak přes nahrávky Milese Davise z&nbsp;rodinné diskotéky za brousil k&nbsp;jazzu. To jej dovedlo za velkou louži, ke studiu na bostonské Berklee College, založení vlastního tria, hraní po klubech v&nbsp;Chicagu či New Yorku, a&nbsp;také k&nbsp;podpisu smlouvy se slavným labelem Blue Note. Ten měl samozřejmě o&nbsp;vítěze prestižní soutěže Thelonious Monk International Jazz Piano Competition z&nbsp;roku 1993 zájem a&nbsp;hned následujícího roku mu vydal eponymní profilové triové album, jež kromě většiny standardů obsahovalo už i&nbsp;několik protagonistových vlastních kompozic. Diskografie nesmírně činorodého umělce je bohatá a&nbsp;různorodá. Její hlavní linií jsou alba, která Terrasson točí pod vlastním jménem a&nbsp;obsahují zpravidla část jeho autorských skladeb a&nbsp;část originálně zpracovaných převzatých titulů, při jejichž výběru se ovšem pianista ani zdaleka nedrží striktně jazzových hranic, naopak je rád probourává směrem k&nbsp;popu, rocku i&nbsp;folku. Kromě tohoto hlavního směru Terrassonovy práce jsou velmi zajímavé i&nbsp;jeho kolaborativní projekty nebo hostování na nahrávkách jiných umělců. A&nbsp;tak si můžeme například připomenout, že už v&nbsp;roce 1997 natočil společné písničkové album Rendezvous s&nbsp;Cassandrou Wilson, několik alb připravil s&nbsp;bubenicí Cindy Blackman nebo fenomenálním slidekytaristou Ryem Cooderem a&nbsp;pracoval třeba i&nbsp;s&nbsp;Rayem Brownem, Jonem Hassellem nebo Dianne Reeves.Zatím posledním projektem Jackyho Terrassona je album Moving On. Předcházely mu dvě pro umělcův život zásadní skutečnosti. Po třech desítkách let se vrátil ze Spojených států do Francie, kde vyrůstal, a&nbsp;opustil zavedenou vydavatelskou značku ve prospěch vlastního nezávislého labelu Earth Sounds. To ovšem neznamená, že by se jakkoli uzavřel do ulity. Naopak. Nahrávka vznikla zčásti ve Francii, zčásti v&nbsp;New Yorku, a&nbsp;také hosty Terrasson vybíral z&nbsp;obou stran Atlantiku, například populární zpěvačku Camille Bertault a&nbsp;brilantního hráče na chromatickou foukací harmoniku, které měli posluchači série Jazz &amp; World Music možnost slyšet v minulýchletech, Grégoirea Mareta nebo americké bubeníky Billyho Harta a&nbsp;Erica Harlanda.Se skladbami z&nbsp;alba Moving On koncertuje Jacky Terrasson v&nbsp;nejrůznějším obsazení, jak v triu nebo různých sestavách, tak čistě sólově, kde dokonale vyniká jeho schopnost nenapodobitelně zachytit ojedinělou atmosféru každého koncertního prostoru a&nbsp;navázat s&nbsp;publikem doslova intimní vztah. A&nbsp;právě tuto možnost budou mít i&nbsp;brněnští hudební fajnšmekři.""",,,,,,,,,,,,,,288,,,,,,,koncert,,JACKY TERRASSON: MOVING ON,,,,,
https://www.gotobrno.cz/akce/jakobin/,292,,,,,,"""Jsme z&nbsp;Čech a&nbsp;vy se ptáte, zda umíme zpívat? Do malé české vesnice přichází z&nbsp;ciziny neznámá dvojice a&nbsp;většina místních je sleduje s&nbsp;nedůvěrou. Jen starý učitel Benda, milovník hudby, jim otevírá své dveře, aby vzápětí zjistil, že cizinci jsou jim blíže, než by se mohlo zdát.Hudba v&nbsp;hlavní roli, i&nbsp;tak by se dala shrnout Dvořákova opera Jakobín, neboť je to právě ona, která dokáže změnit osud všech postav v&nbsp;opeře. Zároveň zde Dvořák vytvořil půvabný obrázek českého městečka z&nbsp;doby osvícenské zabydleného svéráznými figurkami hudbymilovného učitele Bendy, jeho tvrdohlavé dcery Terinky zamilované do učitelského mládence Jiříka nebo nafoukaného purkrabího Filipa. Snad to byla laskavá vzpomínka na okolnosti jeho vlastního mládí, která přinesla do Dvořákovy hudby tolik půvabných, bohatých melodií, rozverných i&nbsp;melancholických, ať je to slavná scéna školní kantáty, duet „My cizinou jsme bloudili“ nebo Juliina ukolébavka. Jakou jinou operou lépe začít sezonu spadající do Roku české hudby než Jakobínem, který je Dvořákovým holdem české hudbě a&nbsp;lidem, co ji mají nade vše rádi.Premiéra: 8.&nbsp;říjen 2023 v&nbsp;Janáčkově divadle""",,,,,,,,,,,,,,293,,,,,,,"divadlo,koncert",,Jakobín,,,,,
https://www.gotobrno.cz/akce/james-bond-v-kostele/,296,,,,,,"""Moravské klavírní trio pro Vás připravilo koncert od klasiky k&nbsp;filmovým hitů v&nbsp;Červeném kostele v&nbsp;Brně. Nechte se unést na vlnách vzpomínek s&nbsp;naší exkluzivní kolekcí nejen filmových melodií.Zažijte hudbu, která má srdce a&nbsp;duši.Jana Ryšánková – klavír, Jiří Jahoda – housle, Miroslav Zicha &#8211; violoncello""",,,,,,,,,,,,,,297,,,,,,,koncert,,James Bond v&nbsp;kostele,,,,,
https://www.gotobrno.cz/akce/janoska-ensemble-slovensko/,301,,,,,,"""Soubor založili bratři Ondrej, František a&nbsp;Roman Janoskovi spolu se svým švagrem Juliem Darvasem. Bratři Janoskovi pocházejí z Bratislavy a&nbsp;dnes působí ve Vídni. Všichni ovládají několik nástrojů, z nichž si každý posléze vyvolil svůj hlavní.Členy souboru spojují nejen rodinné vazby, ale také společná hudební vize. Jejich virtuozita a&nbsp;improvizační umění jim dovolují široké repertoárové rozpětí od děl klasického repertoáru po vlastní skladby a&nbsp;aranžmá, překračující žánrové hranice.Soubor vystupuje v&nbsp;renomovaných koncertních sálech včetně newyorské Carnegie Hall, Musikvereinu a&nbsp;Konzerthausu ve Vídni či v&nbsp;Opeře v&nbsp;Sydney. Účastní se každoročně pořádaného projektu Hollywood in Vienna, spoluorganizuje benefiční koncerty v&nbsp;Haydnově sále v&nbsp;zámku Esterházy, v&nbsp;nichž vystupují renomovaní mezinárodní interpreti.Více na:https://janoskaensemble.com/""",,,,,,,,,,,,,,302,,,,,,,koncert,,Janoska Ensemble (Slovensko),,,,,
https://www.gotobrno.cz/akce/jarmark-knih-v-rustine/,305,,,,,,"""Pražské internetové knižní obchody 4BooKashki, Anderson_books_eu a&nbsp;brněnské Multikulturní centrum Brusinka vás zvou na útulní knižní veletrh v&nbsp;Brně v&nbsp;sobotu 22.&nbsp;února!Na co se můžete těšit:– velké množství zajímavých knih pro dospěle a&nbsp;taky děti různého věku, učebních pomůcek a&nbsp;her v&nbsp;ruštině;– možnost zapsat se do knihovny;– herna pro děti.""",,,,,,,,,,,,,,306,,,,,,,,,Jarmark knih v&nbsp;ruštině,,,,,
https://www.gotobrno.cz/akce/jaromir-novotny/,310,,,,,,"""Situace, které pro své obecenstvo Jaromír Novotný připravuje, poskytují přenesenou zkušenost pozorování. Propojil praxi z&nbsp;úsporného budování prostoru v&nbsp;obraze a&nbsp;schopnost vnímat jemné rozdíly výrazových prostředků. Osvobozuje a&nbsp;znovu umisťuje nejobyčejnější předměty, aby k&nbsp;nim připoutal naše smysly. Díky tomu, máme možnost nahlédnout a&nbsp;případně prožít nové osudy materializovaných entit.kurátorky: Denisa Bytelová &amp; Sráč Sam""",,,,,,,,,,,,,,311,,,,,,,výstava,,Jaromír Novotný,,,,,
https://www.gotobrno.cz/akce/jazz-burlesque/,315,,,,,,"""Zveme vás na luxusní večer, který vznikl jako spolupráce dvou úspěšných projektů, které už z&nbsp;kabaretu znáte &#8211; Jazz Ladies a&nbsp;Blue Burlesque Show.Desítky let burleska patří k&nbsp;jazzu a&nbsp;jazz k&nbsp;burlesce. Rozhodli jsme se pro vás připravit unikátní zážitek, při kterém uslyšíte hlasy šarmantních zpěvaček Jazz Ladies a&nbsp;uvidíte vášnivé burleskní performance, a&nbsp;to vše za doprovodu živé kapely, jak už to bývalo ve 30. &#8211; 50.&nbsp;letech.Stage bude plná a&nbsp;stejně tak luxusní nabídka drinků v&nbsp;Cabaretu des Péchés.BAR 18:00SHOW 20:00Těšíme se na Vás!Tým Cabaretu""",,,,,,,,,,,,,,316,,,,,,,,,JAZZ &amp; BURLESQUE,,,,,
https://www.gotobrno.cz/akce/jazz-ladies-co-5/,320,,,,,,"""Jazzový večer, kterým vás provede živá hudba v&nbsp;duchu méně či více známých jazzových standardů, ale také modernější skladby, v&nbsp;jedinečném podání kabaretních zpěvaček a&nbsp;hudebníků, v&nbsp;prostorách Cabaretu des Péchés.Bar: 18:00Start: 20:00Těšíme se na vás!Tým Cabaretu""",,,,,,,,,,,,,,321,,,,,,,divadlo,,Jazz Ladies &amp; Co,,,,,
https://www.gotobrno.cz/akce/jazzfestbrno/,325,,,,,,"""Mezinárodní hudební festival JazzFestBrno opět promění Brno v&nbsp;metropoli jazzu. Těšit se můžete na největší hvězdy světové jazzové scény, stejně jako na progresivní hudebníky z&nbsp;nastupující generace a&nbsp;výběr toho nejzajímavějšího z&nbsp;domácí scény.&nbsp;""","""The international festival JazzFestBrno will once again transform Brno into a&nbsp;city of jazz. Music lovers can savour the prospect of hearing the biggest stars in world jazz, progressive musicians from the rising generation, and a&nbsp;selection of some of the republic’s own most exciting. &nbsp;""",,,,,,,,,,,,,326,,,,,,,koncert,,JazzFestBrno,JazzFestBrno,,,,
https://www.gotobrno.cz/akce/jedinecna-kubanska-show-pasion-de-buena-vista/,329,,,,,,"""Buena Vista Social Klub byl havanský taneční a&nbsp;hudební klub s&nbsp;velkou popularitou zejména v&nbsp;30.&nbsp;a&nbsp;40.letech 20.&nbsp;století. Počátkem 50.&nbsp;let v&nbsp;důsledku kubánské revoluce klub zanikl, ale v&nbsp;roce 1996 vzniklo obdivované hudební album Buena Vista Social Klub, produkované renomovaným producentem Ry Cooderem a&nbsp;havanským hudebníkem Marcosem Gonzálesem.Následovalo první turné, které vyvrcholilo koncertem v&nbsp;Carnegie Hall 1.7.1998. V&nbsp;roce 1999 vznikl pak slavný film Buena Vista Social Klub. Pokračovatelem této hudební tradice je projekt Pasión De Buena Vista, který již koncertoval v&nbsp;České republice v&nbsp;roce v&nbsp;únoru 2019 a&nbsp;v&nbsp;lednu 2022.Po třech letech se špičkoví kubánští hudebníci, tanečníci a&nbsp;tanečnice vrátí do České Republiky a&nbsp;budou koncertovat v&nbsp;Praze, Hradci Králové a&nbsp;v&nbsp;Brně, kde zahrají v&nbsp;sále s&nbsp;nejlepší hudební a&nbsp;světelnou aparaturou – v&nbsp;Sono Centru.Nenechte si ujít koncerty, které přinesou ochutnávku sladkého bohémského života z&nbsp;první poloviny 20.století. Žhavé rytmy, strhující tance a&nbsp;nezapomenutelné melodie Vás vezmou na cestu vzrušujícími nocemi horké Kuby. Tuto unikátní show navštívilo již 800000 návštěvníků z&nbsp;celého světa.Pasión De Buena Vista – world tour 202511.2.&nbsp;a&nbsp;12.2.2025 Hybernia Praha13.2.2025 Petrof Gallery Hradec Králové14.2.2025 Sono Centrum Brno""",,,,,,,,,,,,,,330,,,,,,,koncert,,Jedinečná kubánská show Pasion de Buena Vista,,,,,
https://www.gotobrno.cz/akce/jeji-pastorkyna/,334,,,,,,"""Horší než šrám na tváři jsou šrámy na duši.Její pastorkyňa patří k&nbsp;nejslavnějším Janáčkovým dílům a&nbsp;je stálou součástí repertoáru brněnské opery. Na jejím počátku bylo realistické drama Gabriely Preissové, které si skladatel sám upravil do podoby operního libreta. Přestože musel text dramatu výrazně zkrátit, podařilo se mu účinek tragického příběhu z moravského venkova ještě prohloubit. Marnotratný a&nbsp;nestálý Števa, prudký a&nbsp;přece v&nbsp;jádru laskavý Laca, a&nbsp;především neúprosná Kostelnička, kterou snaha zachovat si postavení a&nbsp;respekt ve vesnické komunitě přivede k&nbsp;vraždě dítěte její schovanky Jenůfy. Janáček (1854–1928) zachytil jednotlivé charaktery v&nbsp;mistrné dramatické zkratce, která až mrazí, a&nbsp;zároveň v&nbsp;nás vzbouzí soucit a&nbsp;pochopení. Ke konečné podobě díla, poznamenané smrtí skladatelovy dcery Olgy, vedla dlouhá a&nbsp;trnitá cesta. Její pastorkyňa musela po úspěšném uvedení v&nbsp;Brně roku 1904 dlouhých dvanáct let čekat, než bylo Janáčkovo úsilí korunováno zaslouženým úspěchem na dalších domácích i&nbsp;zahraničních scénách.Premiéra: 2.&nbsp;října 2015 v&nbsp;Janáčkově divadle""",,,,,,,,,,,,,,335,,,,,,,"divadlo,koncert",,Její pastorkyňa,,,,,
https://www.gotobrno.cz/akce/johann-strauss-gala/,338,,,,,,"""Expres Paříž-Vídeň a&nbsp;ještě kousek dál aneb všechno nejlepší Johannu StraussoviZažijte jedinečný večer plný elegance, hudby a&nbsp;tance na počest 200.&nbsp;výročí narození Johanna Strausse mladšího, krále valčíků. V&nbsp;rámci slavnostního koncertu se  můžete těšit na nejkrásnější vídeňské valčíky, včetně ikonického Na krásném modrém Dunaji, a&nbsp;slavné melodie z&nbsp;operety Netopýr.O nezapomenutelný zážitek se postará také exkluzivní host — taneční mistr ze StarDance Jaroslav Kuneš, se kterým si budete moci zatančit valčík o&nbsp;přestávce ve foyer za doprovodu klavíru.V ceně vstupného je také slavnostní přípitek.""",,,,,,,,,,,,,,339,,,,,,,"divadlo,koncert",,Johann Strauss Gala,,,,,
https://www.gotobrno.cz/akce/klavirni-recital-alexandre-tharaud/,342,,,,,,"""JOHANN SEBASTIAN BACH„Herr, unser Herrscher“, sbor z&nbsp;Janových pašijí BWV 245, transkripce A. TharaudSicilienne z Flétnové sonáty BWV 1031, transkripce A.TharaudSuita a&nbsp;moll BWV 818a„Aus Liebe will mein Heiland sterben“, aria z&nbsp;Matoušových pašijí BWV 244, transkripce A. TharaudSuita e moll pro loutnu BWV 996, transkripce A. TharaudMAURICE RAVELMiroirs (Zrcadla)PAUL DUKASL’Apprenti sorcier (Čarodějův učeň), transkripce A. TharaudAlexandre Tharaud klavírAlexandre Tharaud, jeden z&nbsp;mezinárodně nejuznávanějších klavíristů své generace, není v&nbsp;Brně neznámým jménem. V&nbsp;říjnu 2019 vystoupil s&nbsp;recitálem v&nbsp;Besedním domě na festivalu Moravský podzim a publikum nadchnul provedením skladeb slavných i&nbsp;méně známých autorů spjatých s&nbsp;Versailles (Lully, Rameau, Couperin, d’An glebert, Royer, Duphly a&nbsp;Balbastre). Ačkoli hrál hudbu starých mistrů 17.&nbsp;a&nbsp;18.&nbsp;století na moderní klavír, jeho úhoz dokonale na vodil představu dobového zvuku. Po necelých šesti letech se Alexandre Tharaud vrací do Brna a&nbsp;vedle provedení obou Ravelových klavírních koncertů s&nbsp;Filharmonií Brno (16.&nbsp;a&nbsp;17.&nbsp;1.&nbsp;2025) nabídne i&nbsp;tentokrát sólový recitál, jehož nadmíru atraktivní program kombinuje hudbu Johanna Sebastiana Bacha (většinou v&nbsp;Tharaudově transkripci) se skladbami francouzských autorů – jubilujícího Maurice Ravela, od jehož narození uplyne 150 let, a&nbsp;Paula Dukase.""",,,,,,,,,,,,,,343,,,,,,,koncert,,KLAVÍRNÍ RECITÁL – ALEXANDRE THARAUD,,,,,
